pid,n_sessions,n_transitions,first_session_id,last_session_id,first_state,last_state,state_sequence,session_id_sequence,has_minimal_state,has_purchase_anomaly,update_window_sessions
p1910,39,38,p1910_s0001,p1910_s0039,0,2,0 1 2 1 1 1 1 1 4 2 1 1 1 1 2 1 1 1 3 1 1 1 2 2 2 1 1 4 1 1 2 1 2 1 2 2 2 2 2,p1910_s0001 p1910_s0002 p1910_s0003 p1910_s0004 p1910_s0005 p1910_s0006 p1910_s0007 p1910_s0008 p1910_s0009 p1910_s0010 p1910_s0011 p1910_s0012 p1910_s0013 p1910_s0014 p1910_s0015 p1910_s0016 p1910_s0017 p1910_s0018 p1910_s0019 p1910_s0020 p1910_s0021 p1910_s0022 p1910_s0023 p1910_s0024 p1910_s0025 p1910_s0026 p1910_s0027 p1910_s0028 p1910_s0029 p1910_s0030 p1910_s0031 p1910_s0032 p1910_s0033 p1910_s0034 p1910_s0035 p1910_s0036 p1910_s0037 p1910_s0038 p1910_s0039,True,True,7
p1911,39,38,p1911_s0001,p1911_s0039,0,2,0 1 2 2 2 1 1 1 2 2 1 1 2 1 2 1 1 1 2 1 1 1 1 1 2 2 2 2 1 2 4 4 4 2 2 1 2 2 2,p1911_s0001 p1911_s0002 p1911_s0003 p1911_s0004 p1911_s0005 p1911_s0006 p1911_s0007 p1911_s0008 p1911_s0009 p1911_s0010 p1911_s0011 p1911_s0012 p1911_s0013 p1911_s0014 p1911_s0015 p1911_s0016 p1911_s0017 p1911_s0018 p1911_s0019 p1911_s0020 p1911_s0021 p1911_s0022 p1911_s0023 p1911_s0024 p1911_s0025 p1911_s0026 p1911_s0027 p1911_s0028 p1911_s0029 p1911_s0030 p1911_s0031 p1911_s0032 p1911_s0033 p1911_s0034 p1911_s0035 p1911_s0036 p1911_s0037 p1911_s0038 p1911_s0039,True,False,1
p1912,5,4,p1912_s0001,p1912_s0005,2,4,2 2 2 2 4,p1912_s0001 p1912_s0002 p1912_s0003 p1912_s0004 p1912_s0005,True,False,0
p1913,22,21,p1913_s0001,p1913_s0022,0,1,0 1 1 1 1 1 1 1 2 1 1 2 1 2 2 1 1 1 1 2 3 1,p1913_s0001 p1913_s0002 p1913_s0003 p1913_s0004 p1913_s0005 p1913_s0006 p1913_s0007 p1913_s0008 p1913_s0009 p1913_s0010 p1913_s0011 p1913_s0012 p1913_s0013 p1913_s0014 p1913_s0015 p1913_s0016 p1913_s0017 p1913_s0018 p1913_s0019 p1913_s0020 p1913_s0021 p1913_s0022,False,False,0
p1914,1,0,p1914_s0001,p1914_s0001,4,4,4,p1914_s0001,True,False,1
p1915,2,1,p1915_s0001,p1915_s0002,0,3,0 3,p1915_s0001 p1915_s0002,False,False,0
p1916,69,68,p1916_s0001,p1916_s0069,0,1,0 2 1 1 1 2 1 1 2 1 1 1 1 2 3 2 2 3 1 1 2 1 1 1 1 1 1 1 2 1 3 1 2 2 1 1 2 2 1 1 1 2 1 2 1 2 1 1 2 2 1 2 1 1 1 1 1 2 2 2 2 2 2 1 1 1 2 2 1,p1916_s0001 p1916_s0002 p1916_s0003 p1916_s0004 p1916_s0005 p1916_s0006 p1916_s0007 p1916_s0008 p1916_s0009 p1916_s0010 p1916_s0011 p1916_s0012 p1916_s0013 p1916_s0014 p1916_s0015 p1916_s0016 p1916_s0017 p1916_s0018 p1916_s0019 p1916_s0020 p1916_s0021 p1916_s0022 p1916_s0023 p1916_s0024 p1916_s0025 p1916_s0026 p1916_s0027 p1916_s0028 p1916_s0029 p1916_s0030 p1916_s0031 p1916_s0032 p1916_s0033 p1916_s0034 p1916_s0035 p1916_s0036 p1916_s0037 p1916_s0038 p1916_s0039 p1916_s0040 p1916_s0041 p1916_s0042 p1916_s0043 p1916_s0044 p1916_s0045 p1916_s0046 p1916_s0047 p1916_s0048 p1916_s0049 p1916_s0050 p1916_s0051 p1916_s0052 p1916_s0053 p1916_s0054 p1916_s0055 p1916_s0056 p1916_s0057 p1916_s0058 p1916_s0059 p1916_s0060 p1916_s0061 p1916_s0062 p1916_s0063 p1916_s0064 p1916_s0065 p1916_s0066 p1916_s0067 p1916_s0068 p1916_s0069,False,False,0
p1917,12,11,p1917_s0001,p1917_s0012,1,4,1 4 1 2 2 2 2 1 2 1 1 4,p1917_s0001 p1917_s0002 p1917_s0003 p1917_s0004 p1917_s0005 p1917_s0006 p1917_s0007 p1917_s0008 p1917_s0009 p1917_s0010 p1917_s0011 p1917_s0012,True,False,0
p1918,1,0,p1918_s0001,p1918_s0001,0,0,0,p1918_s0001,False,False,0
p1919,7,6,p1919_s0001,p1919_s0007,0,4,0 1 1 1 1 3 4,p1919_s0001 p1919_s0002 p1919_s0003 p1919_s0004 p1919_s0005 p1919_s0006 p1919_s0007,True,False,3
p192,14,13,p192_s0001,p192_s0014,3,4,3 1 2 1 1 1 2 1 2 1 2 2 2 4,p192_s0001 p192_s0002 p192_s0003 p192_s0004 p192_s0005 p192_s0006 p192_s0007 p192_s0008 p192_s0009 p192_s0010 p192_s0011 p192_s0012 p192_s0013 p192_s0014,True,False,1
p1920,7,6,p1920_s0001,p1920_s0007,0,3,0 1 1 4 2 2 3,p1920_s0001 p1920_s0002 p1920_s0003 p1920_s0004 p1920_s0005 p1920_s0006 p1920_s0007,True,False,0
p1921,4,3,p1921_s0001,p1921_s0004,0,1,0 1 1 1,p1921_s0001 p1921_s0002 p1921_s0003 p1921_s0004,False,False,0
p1922,17,16,p1922_s0001,p1922_s0017,2,4,2 1 3 3 1 1 1 1 1 1 1 1 1 1 1 2 4,p1922_s0001 p1922_s0002 p1922_s0003 p1922_s0004 p1922_s0005 p1922_s0006 p1922_s0007 p1922_s0008 p1922_s0009 p1922_s0010 p1922_s0011 p1922_s0012 p1922_s0013 p1922_s0014 p1922_s0015 p1922_s0016 p1922_s0017,True,False,1
p1923,3,2,p1923_s0001,p1923_s0003,0,1,0 1 1,p1923_s0001 p1923_s0002 p1923_s0003,False,False,1
p1924,7,6,p1924_s0001,p1924_s0007,0,3,0 1 1 4 2 1 3,p1924_s0001 p1924_s0002 p1924_s0003 p1924_s0004 p1924_s0005 p1924_s0006 p1924_s0007,True,False,0
p1926,3,2,p1926_s0001,p1926_s0003,0,4,0 4 4,p1926_s0001 p1926_s0002 p1926_s0003,True,False,0
p1927,1,0,p1927_s0001,p1927_s0001,0,0,0,p1927_s0001,False,False,0
p1928,2,1,p1928_s0001,p1928_s0002,0,1,0 1,p1928_s0001 p1928_s0002,False,False,0
p1929,9,8,p1929_s0001,p1929_s0009,0,3,0 1 1 2 1 1 1 1 3,p1929_s0001 p1929_s0002 p1929_s0003 p1929_s0004 p1929_s0005 p1929_s0006 p1929_s0007 p1929_s0008 p1929_s0009,False,False,0
p193,1,0,p193_s0001,p193_s0001,0,0,0,p193_s0001,False,False,0
p1930,1,0,p1930_s0001,p1930_s0001,2,2,2,p1930_s0001,False,False,0
p1931,5,4,p1931_s0001,p1931_s0005,0,4,0 1 1 4 4,p1931_s0001 p1931_s0002 p1931_s0003 p1931_s0004 p1931_s0005,True,False,0
p1932,7,6,p1932_s0001,p1932_s0007,3,2,3 1 1 1 1 1 2,p1932_s0001 p1932_s0002 p1932_s0003 p1932_s0004 p1932_s0005 p1932_s0006 p1932_s0007,False,False,2
p1933,13,12,p1933_s0001,p1933_s0013,0,4,0 1 1 2 1 1 2 2 1 1 1 2 4,p1933_s0001 p1933_s0002 p1933_s0003 p1933_s0004 p1933_s0005 p1933_s0006 p1933_s0007 p1933_s0008 p1933_s0009 p1933_s0010 p1933_s0011 p1933_s0012 p1933_s0013,True,False,0
p1934,50,49,p1934_s0001,p1934_s0050,0,4,0 3 1 2 1 1 1 1 3 2 1 3 2 1 1 2 4 2 1 2 1 2 1 1 2 1 1 2 4 1 2 2 2 1 1 1 1 2 4 2 2 2 2 2 2 2 3 2 1 4,p1934_s0001 p1934_s0002 p1934_s0003 p1934_s0004 p1934_s0005 p1934_s0006 p1934_s0007 p1934_s0008 p1934_s0009 p1934_s0010 p1934_s0011 p1934_s0012 p1934_s0013 p1934_s0014 p1934_s0015 p1934_s0016 p1934_s0017 p1934_s0018 p1934_s0019 p1934_s0020 p1934_s0021 p1934_s0022 p1934_s0023 p1934_s0024 p1934_s0025 p1934_s0026 p1934_s0027 p1934_s0028 p1934_s0029 p1934_s0030 p1934_s0031 p1934_s0032 p1934_s0033 p1934_s0034 p1934_s0035 p1934_s0036 p1934_s0037 p1934_s0038 p1934_s0039 p1934_s0040 p1934_s0041 p1934_s0042 p1934_s0043 p1934_s0044 p1934_s0045 p1934_s0046 p1934_s0047 p1934_s0048 p1934_s0049 p1934_s0050,True,False,0
p1935,1,0,p1935_s0001,p1935_s0001,3,3,3,p1935_s0001,False,False,0
p1936,18,17,p1936_s0001,p1936_s0018,0,4,0 1 1 1 1 1 1 1 2 3 1 1 3 3 2 1 3 4,p1936_s0001 p1936_s0002 p1936_s0003 p1936_s0004 p1936_s0005 p1936_s0006 p1936_s0007 p1936_s0008 p1936_s0009 p1936_s0010 p1936_s0011 p1936_s0012 p1936_s0013 p1936_s0014 p1936_s0015 p1936_s0016 p1936_s0017 p1936_s0018,True,False,5
p1937,3,2,p1937_s0001,p1937_s0003,0,1,0 1 1,p1937_s0001 p1937_s0002 p1937_s0003,False,False,0
p1938,1,0,p1938_s0001,p1938_s0001,4,4,4,p1938_s0001,True,False,0
p194,12,11,p194_s0001,p194_s0012,3,2,3 4 3 3 1 2 3 3 4 3 4 2,p194_s0001 p194_s0002 p194_s0003 p194_s0004 p194_s0005 p194_s0006 p194_s0007 p194_s0008 p194_s0009 p194_s0010 p194_s0011 p194_s0012,True,False,3
p1940,66,65,p1940_s0001,p1940_s0066,0,4,0 2 2 2 1 3 1 1 1 1 1 1 2 1 1 2 2 2 2 1 2 1 1 1 2 2 2 2 2 1 1 2 2 2 2 2 2 2 1 2 1 1 2 2 1 1 2 2 2 2 2 1 2 2 2 1 2 2 2 2 2 1 2 4 1 4,p1940_s0001 p1940_s0002 p1940_s0003 p1940_s0004 p1940_s0005 p1940_s0006 p1940_s0007 p1940_s0008 p1940_s0009 p1940_s0010 p1940_s0011 p1940_s0012 p1940_s0013 p1940_s0014 p1940_s0015 p1940_s0016 p1940_s0017 p1940_s0018 p1940_s0019 p1940_s0020 p1940_s0021 p1940_s0022 p1940_s0023 p1940_s0024 p1940_s0025 p1940_s0026 p1940_s0027 p1940_s0028 p1940_s0029 p1940_s0030 p1940_s0031 p1940_s0032 p1940_s0033 p1940_s0034 p1940_s0035 p1940_s0036 p1940_s0037 p1940_s0038 p1940_s0039 p1940_s0040 p1940_s0041 p1940_s0042 p1940_s0043 p1940_s0044 p1940_s0045 p1940_s0046 p1940_s0047 p1940_s0048 p1940_s0049 p1940_s0050 p1940_s0051 p1940_s0052 p1940_s0053 p1940_s0054 p1940_s0055 p1940_s0056 p1940_s0057 p1940_s0058 p1940_s0059 p1940_s0060 p1940_s0061 p1940_s0062 p1940_s0063 p1940_s0064 p1940_s0065 p1940_s0066,True,False,1
p1941,2,1,p1941_s0001,p1941_s0002,0,2,0 2,p1941_s0001 p1941_s0002,False,False,0
p1942,6,5,p1942_s0001,p1942_s0006,2,1,2 3 1 1 1 1,p1942_s0001 p1942_s0002 p1942_s0003 p1942_s0004 p1942_s0005 p1942_s0006,False,False,0
p1943,7,6,p1943_s0001,p1943_s0007,0,4,0 1 1 1 1 1 4,p1943_s0001 p1943_s0002 p1943_s0003 p1943_s0004 p1943_s0005 p1943_s0006 p1943_s0007,True,False,0
p1944,5,4,p1944_s0001,p1944_s0005,0,1,0 1 1 2 1,p1944_s0001 p1944_s0002 p1944_s0003 p1944_s0004 p1944_s0005,False,False,0
p1945,3,2,p1945_s0001,p1945_s0003,0,1,0 2 1,p1945_s0001 p1945_s0002 p1945_s0003,False,False,1
p1947,2,1,p1947_s0001,p1947_s0002,0,4,0 4,p1947_s0001 p1947_s0002,True,False,0
p1948,1,0,p1948_s0001,p1948_s0001,0,0,0,p1948_s0001,False,False,0
p1949,1,0,p1949_s0001,p1949_s0001,0,0,0,p1949_s0001,False,False,0
p195,26,25,p195_s0001,p195_s0026,0,4,0 1 1 1 2 1 1 1 1 1 1 1 1 4 1 1 1 2 1 1 2 2 1 3 1 4,p195_s0001 p195_s0002 p195_s0003 p195_s0004 p195_s0005 p195_s0006 p195_s0007 p195_s0008 p195_s0009 p195_s0010 p195_s0011 p195_s0012 p195_s0013 p195_s0014 p195_s0015 p195_s0016 p195_s0017 p195_s0018 p195_s0019 p195_s0020 p195_s0021 p195_s0022 p195_s0023 p195_s0024 p195_s0025 p195_s0026,True,False,2
p1950,1,0,p1950_s0001,p1950_s0001,0,0,0,p1950_s0001,False,False,0
p1951,32,31,p1951_s0001,p1951_s0032,0,2,0 1 1 1 2 2 1 1 1 1 1 2 2 2 2 1 1 1 1 1 1 2 2 1 3 1 3 1 2 3 2 2,p1951_s0001 p1951_s0002 p1951_s0003 p1951_s0004 p1951_s0005 p1951_s0006 p1951_s0007 p1951_s0008 p1951_s0009 p1951_s0010 p1951_s0011 p1951_s0012 p1951_s0013 p1951_s0014 p1951_s0015 p1951_s0016 p1951_s0017 p1951_s0018 p1951_s0019 p1951_s0020 p1951_s0021 p1951_s0022 p1951_s0023 p1951_s0024 p1951_s0025 p1951_s0026 p1951_s0027 p1951_s0028 p1951_s0029 p1951_s0030 p1951_s0031 p1951_s0032,False,False,0
p1952,1,0,p1952_s0001,p1952_s0001,2,2,2,p1952_s0001,False,False,0
p1953,6,5,p1953_s0001,p1953_s0006,0,1,0 2 1 2 1 1,p1953_s0001 p1953_s0002 p1953_s0003 p1953_s0004 p1953_s0005 p1953_s0006,False,False,3
p1954,1,0,p1954_s0001,p1954_s0001,0,0,0,p1954_s0001,False,False,1
p1955,12,11,p1955_s0001,p1955_s0012,0,1,0 1 1 2 3 1 3 1 1 2 3 1,p1955_s0001 p1955_s0002 p1955_s0003 p1955_s0004 p1955_s0005 p1955_s0006 p1955_s0007 p1955_s0008 p1955_s0009 p1955_s0010 p1955_s0011 p1955_s0012,False,False,0
p1956,4,3,p1956_s0001,p1956_s0004,0,4,0 1 4 4,p1956_s0001 p1956_s0002 p1956_s0003 p1956_s0004,True,False,0
p1957,15,14,p1957_s0001,p1957_s0015,0,1,0 2 2 1 2 2 1 2 1 2 2 2 2 1 1,p1957_s0001 p1957_s0002 p1957_s0003 p1957_s0004 p1957_s0005 p1957_s0006 p1957_s0007 p1957_s0008 p1957_s0009 p1957_s0010 p1957_s0011 p1957_s0012 p1957_s0013 p1957_s0014 p1957_s0015,False,False,3
p1958,4,3,p1958_s0001,p1958_s0004,0,4,0 2 1 4,p1958_s0001 p1958_s0002 p1958_s0003 p1958_s0004,True,False,0
p1959,4,3,p1959_s0001,p1959_s0004,3,1,3 1 2 1,p1959_s0001 p1959_s0002 p1959_s0003 p1959_s0004,False,False,0
p196,7,6,p196_s0001,p196_s0007,0,1,0 1 3 1 1 3 1,p196_s0001 p196_s0002 p196_s0003 p196_s0004 p196_s0005 p196_s0006 p196_s0007,False,False,0
p1960,50,49,p1960_s0001,p1960_s0050,0,4,0 2 1 1 1 1 2 1 1 1 2 1 1 2 1 1 1 2 2 2 2 2 3 1 1 1 3 1 2 2 2 1 1 2 1 3 1 1 1 1 1 2 1 1 2 1 2 4 4 4,p1960_s0001 p1960_s0002 p1960_s0003 p1960_s0004 p1960_s0005 p1960_s0006 p1960_s0007 p1960_s0008 p1960_s0009 p1960_s0010 p1960_s0011 p1960_s0012 p1960_s0013 p1960_s0014 p1960_s0015 p1960_s0016 p1960_s0017 p1960_s0018 p1960_s0019 p1960_s0020 p1960_s0021 p1960_s0022 p1960_s0023 p1960_s0024 p1960_s0025 p1960_s0026 p1960_s0027 p1960_s0028 p1960_s0029 p1960_s0030 p1960_s0031 p1960_s0032 p1960_s0033 p1960_s0034 p1960_s0035 p1960_s0036 p1960_s0037 p1960_s0038 p1960_s0039 p1960_s0040 p1960_s0041 p1960_s0042 p1960_s0043 p1960_s0044 p1960_s0045 p1960_s0046 p1960_s0047 p1960_s0048 p1960_s0049 p1960_s0050,True,False,3
p1961,1,0,p1961_s0001,p1961_s0001,2,2,2,p1961_s0001,False,False,0
p1962,29,28,p1962_s0001,p1962_s0029,0,1,0 1 2 1 1 1 2 2 2 1 1 2 2 1 1 1 1 1 1 2 1 2 1 2 1 2 2 1 1,p1962_s0001 p1962_s0002 p1962_s0003 p1962_s0004 p1962_s0005 p1962_s0006 p1962_s0007 p1962_s0008 p1962_s0009 p1962_s0010 p1962_s0011 p1962_s0012 p1962_s0013 p1962_s0014 p1962_s0015 p1962_s0016 p1962_s0017 p1962_s0018 p1962_s0019 p1962_s0020 p1962_s0021 p1962_s0022 p1962_s0023 p1962_s0024 p1962_s0025 p1962_s0026 p1962_s0027 p1962_s0028 p1962_s0029,False,False,0
p1963,1,0,p1963_s0001,p1963_s0001,0,0,0,p1963_s0001,False,False,0
p1964,3,2,p1964_s0001,p1964_s0003,0,4,0 3 4,p1964_s0001 p1964_s0002 p1964_s0003,True,False,0
p1966,1,0,p1966_s0001,p1966_s0001,0,0,0,p1966_s0001,False,False,0
p1967,45,44,p1967_s0001,p1967_s0045,0,4,0 1 1 2 2 1 1 1 1 1 2 3 1 3 2 4 1 2 1 2 1 1 2 1 2 1 4 1 1 2 1 1 2 2 1 2 1 1 1 2 1 1 1 2 4,p1967_s0001 p1967_s0002 p1967_s0003 p1967_s0004 p1967_s0005 p1967_s0006 p1967_s0007 p1967_s0008 p1967_s0009 p1967_s0010 p1967_s0011 p1967_s0012 p1967_s0013 p1967_s0014 p1967_s0015 p1967_s0016 p1967_s0017 p1967_s0018 p1967_s0019 p1967_s0020 p1967_s0021 p1967_s0022 p1967_s0023 p1967_s0024 p1967_s0025 p1967_s0026 p1967_s0027 p1967_s0028 p1967_s0029 p1967_s0030 p1967_s0031 p1967_s0032 p1967_s0033 p1967_s0034 p1967_s0035 p1967_s0036 p1967_s0037 p1967_s0038 p1967_s0039 p1967_s0040 p1967_s0041 p1967_s0042 p1967_s0043 p1967_s0044 p1967_s0045,True,False,1
p1968,8,7,p1968_s0001,p1968_s0008,0,1,0 1 3 1 1 1 1 1,p1968_s0001 p1968_s0002 p1968_s0003 p1968_s0004 p1968_s0005 p1968_s0006 p1968_s0007 p1968_s0008,False,False,0
p1969,9,8,p1969_s0001,p1969_s0009,0,1,0 1 1 1 1 1 1 3 1,p1969_s0001 p1969_s0002 p1969_s0003 p1969_s0004 p1969_s0005 p1969_s0006 p1969_s0007 p1969_s0008 p1969_s0009,False,False,0
p197,10,9,p197_s0001,p197_s0010,0,2,0 1 2 1 2 2 1 1 2 2,p197_s0001 p197_s0002 p197_s0003 p197_s0004 p197_s0005 p197_s0006 p197_s0007 p197_s0008 p197_s0009 p197_s0010,False,False,0
p1970,12,11,p1970_s0001,p1970_s0012,0,2,0 1 1 2 1 1 1 1 1 1 2 2,p1970_s0001 p1970_s0002 p1970_s0003 p1970_s0004 p1970_s0005 p1970_s0006 p1970_s0007 p1970_s0008 p1970_s0009 p1970_s0010 p1970_s0011 p1970_s0012,False,False,0
p1971,38,37,p1971_s0001,p1971_s0038,0,4,0 1 1 1 2 1 1 1 3 3 2 3 2 1 1 1 1 1 2 1 2 2 2 2 2 3 2 2 2 3 2 2 2 2 1 2 4 4,p1971_s0001 p1971_s0002 p1971_s0003 p1971_s0004 p1971_s0005 p1971_s0006 p1971_s0007 p1971_s0008 p1971_s0009 p1971_s0010 p1971_s0011 p1971_s0012 p1971_s0013 p1971_s0014 p1971_s0015 p1971_s0016 p1971_s0017 p1971_s0018 p1971_s0019 p1971_s0020 p1971_s0021 p1971_s0022 p1971_s0023 p1971_s0024 p1971_s0025 p1971_s0026 p1971_s0027 p1971_s0028 p1971_s0029 p1971_s0030 p1971_s0031 p1971_s0032 p1971_s0033 p1971_s0034 p1971_s0035 p1971_s0036 p1971_s0037 p1971_s0038,True,False,2
p1972,26,25,p1972_s0001,p1972_s0026,0,4,0 2 2 1 1 1 1 2 1 2 1 2 1 2 2 1 1 2 1 1 3 2 3 2 2 4,p1972_s0001 p1972_s0002 p1972_s0003 p1972_s0004 p1972_s0005 p1972_s0006 p1972_s0007 p1972_s0008 p1972_s0009 p1972_s0010 p1972_s0011 p1972_s0012 p1972_s0013 p1972_s0014 p1972_s0015 p1972_s0016 p1972_s0017 p1972_s0018 p1972_s0019 p1972_s0020 p1972_s0021 p1972_s0022 p1972_s0023 p1972_s0024 p1972_s0025 p1972_s0026,True,False,0
p1973,3,2,p1973_s0001,p1973_s0003,0,1,0 1 1,p1973_s0001 p1973_s0002 p1973_s0003,False,False,3
p1974,19,18,p1974_s0001,p1974_s0019,0,1,0 1 1 2 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1,p1974_s0001 p1974_s0002 p1974_s0003 p1974_s0004 p1974_s0005 p1974_s0006 p1974_s0007 p1974_s0008 p1974_s0009 p1974_s0010 p1974_s0011 p1974_s0012 p1974_s0013 p1974_s0014 p1974_s0015 p1974_s0016 p1974_s0017 p1974_s0018 p1974_s0019,False,False,0
p1975,1,0,p1975_s0001,p1975_s0001,0,0,0,p1975_s0001,False,False,0
p1976,19,18,p1976_s0001,p1976_s0019,0,4,0 1 2 1 2 1 1 1 4 4 4 4 4 4 4 4 2 4 4,p1976_s0001 p1976_s0002 p1976_s0003 p1976_s0004 p1976_s0005 p1976_s0006 p1976_s0007 p1976_s0008 p1976_s0009 p1976_s0010 p1976_s0011 p1976_s0012 p1976_s0013 p1976_s0014 p1976_s0015 p1976_s0016 p1976_s0017 p1976_s0018 p1976_s0019,True,False,1
p1977,14,13,p1977_s0001,p1977_s0014,3,4,3 1 1 2 1 1 2 2 2 1 2 1 1 4,p1977_s0001 p1977_s0002 p1977_s0003 p1977_s0004 p1977_s0005 p1977_s0006 p1977_s0007 p1977_s0008 p1977_s0009 p1977_s0010 p1977_s0011 p1977_s0012 p1977_s0013 p1977_s0014,True,False,2
p1978,38,37,p1978_s0001,p1978_s0038,2,4,2 1 2 1 1 1 2 1 1 2 2 3 3 2 1 3 3 3 3 2 2 3 2 3 3 1 2 2 2 2 2 2 2 2 1 2 4 4,p1978_s0001 p1978_s0002 p1978_s0003 p1978_s0004 p1978_s0005 p1978_s0006 p1978_s0007 p1978_s0008 p1978_s0009 p1978_s0010 p1978_s0011 p1978_s0012 p1978_s0013 p1978_s0014 p1978_s0015 p1978_s0016 p1978_s0017 p1978_s0018 p1978_s0019 p1978_s0020 p1978_s0021 p1978_s0022 p1978_s0023 p1978_s0024 p1978_s0025 p1978_s0026 p1978_s0027 p1978_s0028 p1978_s0029 p1978_s0030 p1978_s0031 p1978_s0032 p1978_s0033 p1978_s0034 p1978_s0035 p1978_s0036 p1978_s0037 p1978_s0038,True,False,0
p1979,13,12,p1979_s0001,p1979_s0013,0,2,0 2 2 3 1 1 1 1 1 1 1 1 2,p1979_s0001 p1979_s0002 p1979_s0003 p1979_s0004 p1979_s0005 p1979_s0006 p1979_s0007 p1979_s0008 p1979_s0009 p1979_s0010 p1979_s0011 p1979_s0012 p1979_s0013,False,False,0
p198,5,4,p198_s0001,p198_s0005,0,1,0 1 1 1 1,p198_s0001 p198_s0002 p198_s0003 p198_s0004 p198_s0005,False,False,0
p1980,1,0,p1980_s0001,p1980_s0001,0,0,0,p1980_s0001,False,False,0
p1981,2,1,p1981_s0001,p1981_s0002,0,2,0 2,p1981_s0001 p1981_s0002,False,False,2
p1983,33,32,p1983_s0001,p1983_s0033,0,4,0 2 1 1 2 2 1 2 1 3 2 1 1 1 1 2 2 1 1 1 2 2 2 3 4 3 4 4 1 1 1 4 4,p1983_s0001 p1983_s0002 p1983_s0003 p1983_s0004 p1983_s0005 p1983_s0006 p1983_s0007 p1983_s0008 p1983_s0009 p1983_s0010 p1983_s0011 p1983_s0012 p1983_s0013 p1983_s0014 p1983_s0015 p1983_s0016 p1983_s0017 p1983_s0018 p1983_s0019 p1983_s0020 p1983_s0021 p1983_s0022 p1983_s0023 p1983_s0024 p1983_s0025 p1983_s0026 p1983_s0027 p1983_s0028 p1983_s0029 p1983_s0030 p1983_s0031 p1983_s0032 p1983_s0033,True,False,3
p1984,1,0,p1984_s0001,p1984_s0001,0,0,0,p1984_s0001,False,False,0
p1985,10,9,p1985_s0001,p1985_s0010,0,1,0 2 1 1 1 2 2 1 1 1,p1985_s0001 p1985_s0002 p1985_s0003 p1985_s0004 p1985_s0005 p1985_s0006 p1985_s0007 p1985_s0008 p1985_s0009 p1985_s0010,False,False,0
p1986,17,16,p1986_s0001,p1986_s0017,0,4,0 2 1 2 1 2 2 1 1 2 1 2 2 2 1 2 4,p1986_s0001 p1986_s0002 p1986_s0003 p1986_s0004 p1986_s0005 p1986_s0006 p1986_s0007 p1986_s0008 p1986_s0009 p1986_s0010 p1986_s0011 p1986_s0012 p1986_s0013 p1986_s0014 p1986_s0015 p1986_s0016 p1986_s0017,True,False,0
p1987,61,60,p1987_s0001,p1987_s0061,0,2,0 2 1 1 2 1 2 2 2 1 2 2 1 1 1 1 2 2 2 1 2 1 1 2 1 2 1 2 2 1 1 2 1 2 1 2 2 1 2 2 1 2 2 2 2 2 1 1 2 1 2 2 1 2 1 2 2 1 1 2 2,p1987_s0001 p1987_s0002 p1987_s0003 p1987_s0004 p1987_s0005 p1987_s0006 p1987_s0007 p1987_s0008 p1987_s0009 p1987_s0010 p1987_s0011 p1987_s0012 p1987_s0013 p1987_s0014 p1987_s0015 p1987_s0016 p1987_s0017 p1987_s0018 p1987_s0019 p1987_s0020 p1987_s0021 p1987_s0022 p1987_s0023 p1987_s0024 p1987_s0025 p1987_s0026 p1987_s0027 p1987_s0028 p1987_s0029 p1987_s0030 p1987_s0031 p1987_s0032 p1987_s0033 p1987_s0034 p1987_s0035 p1987_s0036 p1987_s0037 p1987_s0038 p1987_s0039 p1987_s0040 p1987_s0041 p1987_s0042 p1987_s0043 p1987_s0044 p1987_s0045 p1987_s0046 p1987_s0047 p1987_s0048 p1987_s0049 p1987_s0050 p1987_s0051 p1987_s0052 p1987_s0053 p1987_s0054 p1987_s0055 p1987_s0056 p1987_s0057 p1987_s0058 p1987_s0059 p1987_s0060 p1987_s0061,False,False,2
p1988,1,0,p1988_s0001,p1988_s0001,2,2,2,p1988_s0001,False,False,1
p1989,3,2,p1989_s0001,p1989_s0003,0,3,0 2 3,p1989_s0001 p1989_s0002 p1989_s0003,False,False,1
p199,1,0,p199_s0001,p199_s0001,4,4,4,p199_s0001,True,False,0
